key,field,value,evidence_type,evidence,pdf_file,page,section,note
mandi2020smart,synthetic,yes,quote,"To generate feature-correlated edge weights, we use a random network approach inspired by [29]: we construct a random 3-layer network that receives a concatenation of the node features of its edges and a random number as input. We add some additional Gaussian noise to the resulting output and set that as edge weight.",MandiGuns2020_InteriorPoint.pdf,8,4 Experiments -- Shortest path problem,"At least one regret-reporting experiment (shortest path, Table 4) has a synthetic DGP for the cost vector -> rubric gives synthetic=yes. Contradicts current synthetic=no; flagged in notes."
mandi2020smart,synthetic,yes,quote,"This knapsack experiment is taken from [18], where the knapsack instances are created from the energy price dataset 15. The 48 half-hour slots are considered as 48 knapsack items and a random cost is assigned to each slot.",MandiGuns2020_InteriorPoint.pdf,14,A.4 Additional Knapsack Experiments,"Appendix knapsack: real prices as profits, random (synthetic) weights; targets are real, so this one alone would not make synthetic=yes."
mandi2020smart,contaminated,no,absence,"Read Sec. 4 Experiments (pp. 6-9), Discussion (p. 9), Conclusion (p. 9) and Appendix A.4 (p. 14) in full. Every quantitative conclusion is a within-problem method ranking ('IntOpt approach is able to produce the lowest regret, followed by SPO with QPTL having worse results'; 'IntOpt performs best with respect to the regret, though marginally'). Regret is raw and in different units per problem, and the paper never compares regret values across problems, budgets (Appendix Table, budgets 60/120), noise levels or training-set sizes. grep -i 'increas' / 'larger' / 'harder' in pp. 6-9 yields no cross-regime metric comparison.",MandiGuns2020_InteriorPoint.pdf,9,4 Experiments -- Discussion,Borderline sentence recorded in the next row.
mandi2020smart,contaminated,no,quote,"Out of the three experimental setups considered, for the first experiment, both the prediction and the optimization task are fairly simple, whereas the optimization tasks are challenging for the other two experiments. It seems, our approach does not perform well compared to SPO for the easier problem, but yields better result for the challenging problems.",MandiGuns2020_InteriorPoint.pdf,9,4 Experiments -- Discussion,"Borderline: a cross-problem statement, but about which method wins on which problem (a summary of within-problem rankings), not a comparison of regret magnitudes across problems. Lean no; see notes."
mandi2020smart,formula_stated,yes,quote,"For an (MI)LP problem, the cost of using predicted ĉ instead of ground-truth c is measured by regret(ĉ, c; A, b) = c> x∗ (ĉ; A, b) − x∗ (c; A, b) ; that is, the difference in value when optimizing over the predictions ĉ instead of the actual values c.",MandiGuns2020_InteriorPoint.pdf,3,2 Problem Description -- Regret,"Regret written as an inline formula; the reported quantity is this raw regret, so the formula fully covers what is reported (no normalization to define)."
wang2020automatically,metric_name,regret,quote,"Performance is measured in terms of regret, which is defined as the difference between the achieved solution quality and the solution quality if the unobserved parameters θ∗ were observed directly—smaller is better.",Wang2020_CompactSurrogates.pdf,5,5 Experiments,"The paper's only name for the metric is 'regret'; figure y-axes read 'Regret' (Figs. 4-6(a), p.7)."
wang2020automatically,oracle,LA,quote,"Performance is measured in terms of regret, which is defined as the difference between the achieved solution quality and the solution quality if the unobserved parameters θ∗ were observed directly—smaller is better.",Wang2020_CompactSurrogates.pdf,5,5 Experiments,"Oracle = solution quality if the unobserved parameters θ* (the realized test-instance parameters) were observed directly: hindsight/realized optimum, not a conditional-mean optimum."
wang2020automatically,denominator,raw,quote,"Performance is measured in terms of regret, which is defined as the difference between the achieved solution quality and the solution quality if the unobserved parameters θ∗ were observed directly—smaller is better.",Wang2020_CompactSurrogates.pdf,5,5 Experiments,Regret is a plain difference; no division is mentioned anywhere.
wang2020automatically,denominator,raw,absence,"Grepped whole-paper text Wang2020_CompactSurrogates.txt for: regret (8 hits, all in Sec.5-6 or figure axes), normaliz (0), relative (2: 'relative to decision-focused learning' p.8 and 'relatively less' p.8, neither a normalization), percent (0), divid (0), denominator (0), ratio (7, all inside 'iteration'/'rational'/'Operations'), '%' (7, all train/val/test splits or 'reparameterization size ... 10%'). Read Sec.5 (pp.5-8) and Sec.6 (pp.8-9) in full. No normalization of regret anywhere; figures 4(a)-6(a) plot raw 'Regret' with domain-specific scales (0-0.8, 0-15, 0-0.08).",Wang2020_CompactSurrogates.pdf,5;7;8,5 Experiments; 6 Discussion of Experimental Results,
wang2020automatically,aggregation,unknown,quote,All methods are trained using gradient descent with optimizer Adam [26] with learning rate 0.01 and repeated over 30 independent runs to get the average.,Wang2020_CompactSurrogates.pdf,5,5 Experiments,Only the averaging over 30 runs is stated; how per-test-instance regrets are combined (mean vs sum over the test set) is never said.
wang2020automatically,aggregation,unknown,absence,"Grepped whole-paper text for: average (1 hit, '30 independent runs to get the average', p.5), mean (only in 'mean-covariance' ref [34]), sum (0 in the experimental sections), expect (only in game-theoretic 'expected utility' p.6), 'test' (train/val/test splits pp.6-8). Read Sec.5 and Sec.6 in full and the figure captions p.7. The paper never states whether the plotted regret is a mean or a sum over test instances.",Wang2020_CompactSurrogates.pdf,5;6;7;8,5 Experiments; 6 Discussion of Experimental Results,
wang2020automatically,noise,mixed,quote,We generate random geometric graphs of varying sizes with radius 0.2 in a unit square.,Wang2020_CompactSurrogates.pdf,6,5.1 Adversarial Behavior Learning and Interdiction Games,NSG domain: synthetic instances.
wang2020automatically,noise,mixed,quote,"The ground truth attractiveness value θv of node v ∈ V is proportional to the proximity to the closest target plus a random perturbation sampled as Unif(−1, 1) which models idiosyncrasies in the attacker’s preferences. The node features ξ are generated as ξ = GCN(θ) + 0.2N (0, 1), where GCN is a randomly initialized GCN with four convolutional layers and three fully connected layers.",Wang2020_CompactSurrogates.pdf,6,5.1 Adversarial Behavior Learning and Interdiction Games,"NSG domain: synthetic DGP with a stochastic component (Unif(-1,1) perturbation of θ and Gaussian feature noise), so θ is not a deterministic function of ξ. This is a noisy synthetic regret-reporting experiment (Fig. 4(a) 'Performance in regret')."
wang2020automatically,noise,mixed,quote,We use MovieLens [20] as our dataset.,Wang2020_CompactSurrogates.pdf,7,5.2 Movie Recommendation and Broadcasting Problem,Movie domain: real data.
wang2020automatically,noise,mixed,quote,"We use historical daily price and volume data from 2004 to 2017 downloaded from the Quandl WIKI dataset [36]. We evaluate on the SP500, a collection of the 505 largest companies representing the American market.",Wang2020_CompactSurrogates.pdf,7,5.3 Stock Market Portfolio Optimization,Portfolio domain: real data. Two real + one noisy synthetic domain -> mixed. audit.csv says 'real' -- see notes.
wang2020automatically,synthetic,yes,quote,Figure 4: Experimental results in network security games with a non-convex optimization problem.,Wang2020_CompactSurrogates.pdf,7,Figure 4,"Fig. 4(a) is labelled '(a) Performance in regret'; the NSG domain (synthetic random geometric graphs, p.6) reports regret. audit.csv says 'no' -- see notes."
wang2020automatically,contaminated,yes,quote,"In the non-convex (Figure 4(a)) and submodular (Figure 5(a)) settings, we see a larger improvement in solution quality relative to decision-focused learning. This is due to the huge number of local minima and plateaus in these two settings where two-stage and decision-focused approaches can get stuck.",Wang2020_CompactSurrogates.pdf,8,6 Discussion of Experimental Results,Cross-problem comparison: the size of the (raw) regret improvement is compared across the three domains and attributed to problem structure.
wang2020automatically,contaminated,yes,quote,"We see relatively less performance improvement (compared to decision-focused) when the optimization problem is strongly convex and hence smoother (Figure 6(a)), though the surrogate approach still achieves similar performance to the decision-focused approach.",Wang2020_CompactSurrogates.pdf,8,6 Discussion of Experimental Results,Second half of the same cross-problem comparison.
wang2020automatically,contaminated,yes,absence,"Looked for a prose conclusion comparing regret across problem sizes (audit.csv status_note: 'cross-regime in problem size'). Grepped whole-paper text for: size (hits: 'reparameterization size' p.5, 'varying sizes' p.6, 'groups of size 100' p.7, 'size represent the weights' p.8), larger (2: 'fails to scale up to larger instances' p.6 -- about scalability; 'larger improvement in solution quality' p.8 -- cross-problem), increas (1, Broader impact p.9), grow (0), '# nodes'/'# candidates'/'# securities' (only figure axes p.7). Read Sec.5-6 in full. Figures 4(a)-6(a) plot regret against problem size (20-100 nodes, 20-100 candidates, 50-250 securities) but no sentence draws a conclusion about how regret changes with size; the only cross-regime conclusion in prose is the cross-problem one quoted above.",Wang2020_CompactSurrogates.pdf,7;8,6 Discussion of Experimental Results,
wang2020automatically,formula_stated,partial,quote,"Performance is measured in terms of regret, which is defined as the difference between the achieved solution quality and the solution quality if the unobserved parameters θ∗ were observed directly—smaller is better.",Wang2020_CompactSurrogates.pdf,5,5 Experiments,"The regret is defined only in this one sentence, verbally; no equation for the metric anywhere. Whether a verbal difference-definition counts as 'partial' rather than 'no' is a judgement call -- see notes."
wang2020automatically,formula_stated,partial,absence,"Grepped whole-paper text for 'regret' (8 hits: p.5 definition sentence, figure axis labels and captions p.7, Sec.6 p.8). None is an equation. Numbered equations in the paper are (1)-(3) surrogate formulation pp.3-4, (4) Rademacher bound p.5, (5) movie objective p.6, (6)-(11) appendix pp.14. Read Sec.5-6 and Appendix 8-12 (pp.12-15) in full: no formula for regret, no statement of aggregation.",Wang2020_CompactSurrogates.pdf,5;7;8,5 Experiments; 6 Discussion of Experimental Results,
bertsimas2020predictive,metric_name,coefficient of prescriptiveness,quote,"We define an analogous quantity for the predictive prescription problem, which we term the coefficient of prescriptiveness. It involves three quantities.",BertsimasKallus2020_PredictiveToPrescriptive.pdf,21,5. Metrics of Prescriptiveness,Symbol P; also called 'the coefficient of prescriptiveness P' throughout.
